Reg. Nr,Actual Price,Predicted Price,Discount %,Discount SEK,Year,Mileage (km),HP,Engine,Fuel,Drive,Model Variant
BER00W,489900,451733,-8.4,-41919,2023,73220,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Plus Dark
GDX209,499500,460413,-8.5,-40202,2023,63760,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Core Edition | 360 | H&K | Läder |
NOX59X,788900,727037,-8.5,-75067,2026,18200,455.0,T8,Plugin Hybrid,AWD,"XC60 Polestar Engineered, T8 AWD Laddhybrid, El-/Bensin"
GZP02W,699000,644098,-8.5,-57619,2025,19800,455.0,T8,Plugin Hybrid,AWD,T8 Ultra Dark
YOD30K,469000,432140,-8.5,-44453,2022,76130,341.0,T6,Plugin Hybrid,AWD,Recharge T6 R-Design
SPW002,419000,385891,-8.6,-1165,2023,157180,455.0,T8,Plugin Hybrid,FWD,Recharge Plus T8 El-bensin
UNN69W,439900,404805,-8.7,-17674,2021,95590,391.0,T8,Plugin Hybrid,FWD,Recharge R-Design T8
GLP66R,479000,440613,-8.7,-39334,2023,82940,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Plus Dark
MBN49G,689000,633439,-8.8,-58019,2025,28570,455.0,T8,Plugin Hybrid,AWD,T8 Ultra Black Edition
YRJ907,319000,293160,-8.8,-25600,2018,163030,190.0,D4,Diesel,AWD,D4 AWD Inscription
MDL830,219900,202011,-8.9,-10753,2016,150670,190.0,D4,Diesel,AWD,D4 AWD Summum Business E PRO | Drag | Kamrem bytt |
FUT56M,579900,532378,-8.9,-48150,2025,43610,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Dark H/K Drag Panorama HUD
TDF17A,314900,288940,-9.0,-37392,2021,171890,341.0,T6,Plugin Hybrid,FWD,Recharge Inscription Expression T6
ZWW70U,509000,466626,-9.1,-43228,2023,57680,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Plus Dark/Sportstolar/Drag
CKP08D,589000,539888,-9.1,-46667,2025,35590,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Dark 0% RÄNTA
XWO806,489900,448825,-9.2,-46062,2022,56760,252.0,T6,Plugin Hybrid,AWD,Recharge T6 II Inscription
LTR37U,579900,531243,-9.2,-46554,2025,43510,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Bright
XWR02U,484500,443727,-9.2,-38587,2024,107020,349.0,T6,Plugin Hybrid,AWD,"Recharge T6 II Plus Dark Edition, Harman/Kardon, Panoramaglastak, Parkeringskame"
LHB00R,549000,502067,-9.3,-42463,2023,21740,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Bright
URA47M,669800,612490,-9.4,-58394,2024,27080,455.0,T8,Plugin Hybrid,AWD,Recharge T8 Polestar Engineered DRAG (SELEKT)
BTK810,189500,173069,-9.5,-14404,2015,176580,181.0,B4,Diesel,AWD,
JDP02R,479000,437376,-9.5,-42414,2023,86060,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Plus Dark
BUW02J,614900,561027,-9.6,-48871,2025,15530,349.0,T6,Plugin Hybrid,AWD,T6 Plus Black Nordic Edition
OLL07A,619900,565537,-9.6,-48431,2025,11080,349.0,T6,Plugin Hybrid,AWD,T6 Plus Black Nordic Edition
THE04B,699000,637158,-9.7,-56253,2026,10470,349.0,T6,Plugin Hybrid,AWD,"XC60 Plus, T6 AWD Laddhybrid, El-/Bensin, Dark"
ZBC93X,339900,309460,-9.8,-40664,2020,152950,235.0,B5,Mild Hybrid,AWD,B5 AWD Diesel Inscription
JAP13E,529500,482068,-9.8,-49948,2024,72360,349.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Bright
YJL96P,579900,527761,-9.9,-52797,2025,47780,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Bright H/K Drag Pano TAKBOX 360Kam
FJA01B,519900,473065,-9.9,-47237,2023,51330,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark | Drag | H&K | Pano | Läder
GGN48P,419900,381585,-10.0,-15497,2021,158520,405.0,T8,Plugin Hybrid,AWD,T
WAK367,544900,495075,-10.1,-36792,2024,47860,197.0,B4,Mild Hybrid,AWD,"XC60 Plus, B4 AWD Mildhybrid, Diesel, Dark"
RBF51B,599000,543961,-10.1,-52305,2025,31810,349.0,T6,Plugin Hybrid,AWD,T6 Plus Black Edition
YWY304,299000,271407,-10.2,-36528,2019,150000,190.0,D4,Diesel,FWD,Momentum D4
MFJ00C,499900,453750,-10.2,-47369,2023,70240,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark | Drag | Läder
OOA229,239000,216854,-10.2,7919,2015,102980,181.0,D4,Diesel,AWD,D4 AWD Summum Drag Skinn Blis Navi Värmare Adapt
TSB159,524000,475412,-10.2,-48775,2023,49000,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark
FXN18X,609000,551737,-10.4,-53721,2025,24490,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Dark
FZN56L,719900,652089,-10.4,-73423,2025,14360,455.0,T8,Plugin Hybrid,AWD,T8 Polestar Engineered
JBP33B,719300,650214,-10.6,-64992,2026,30,349.0,T6,Plugin Hybrid,AWD,T6 Plus Dark Nordic Edition
XBO951,299900,270897,-10.7,-41960,2018,139380,250.0,T5,Petrol,FWD,"T5 Inscription. Navigation, on call, Dragkrok"
FME06K,392900,354760,-10.8,-48367,2020,100030,250.0,B5,Mild Hybrid,AWD,B5 AWD Bensin Inscription *HÖGSPEC* Park Assist
DCL23P,359500,324128,-10.9,-46221,2020,135330,235.0,B5,Mild Hybrid,AWD,B5 AWD Diesel Inscription
EEU05H,419000,377676,-10.9,-47382,2022,131760,341.0,T6,Plugin Hybrid,AWD,Recharge T6 R-Design
PKL310,279900,251915,-11.1,-16602,2017,69960,190.0,D4,Diesel,FWD,D4 Classic Summum
JHH70E,379100,341172,-11.1,-48876,2020,115720,250.0,B5,Mild Hybrid,AWD,B5 AWD Bensin Inscription
ZEN664,319800,287687,-11.2,-36425,2018,154130,250.0,T5,Petrol,AWD,T5 II AWD Inscription
OUW00E,559900,502869,-11.3,-52347,2023,20890,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark
BXX04C,465000,415545,-11.9,-55551,2022,90380,252.0,T6,Plugin Hybrid,AWD,Recharge T6 II R-Design
TWR440,259500,231649,-12.0,-43720,2018,197870,250.0,T5,Petrol,FWD,T5 R-Design/BLIS/Rattvärmare/Navigaion/Backkamera * SUPERDEAL * * SUPERDEAL *
OHJ01F,539900,481951,-12.0,-57918,2024,71440,349.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark
THF31M,449900,401097,-12.2,-48098,2023,122090,252.0,T6,Plugin Hybrid,AWD,"Recharge T6 Ultimate Dark, Dragkrok, Taklucka, on call"
KAP29B,379900,338563,-12.2,-48016,2020,125350,197.0,B4,Mild Hybrid,AWD,B4 AWD Diesel R-Design HÖGSPEC
HLO026,269900,240495,-12.2,-31671,2019,215910,250.0,T5,Petrol,AWD,T5 AWD R-Design
FHO613,319500,284564,-12.3,-34461,2019,169380,190.0,D4,Diesel,AWD,D4 AWD R-Design
NLX32G,549500,489312,-12.3,-58502,2023,35000,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Bright
ATE07J,519800,462694,-12.3,-60750,2023,62590,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark
PUH07X,719000,639748,-12.4,-76541,2026,9500,349.0,T6,Plugin Hybrid,AWD,T6 Plus Black Nordic Edition - Demo
FDB36C,399900,355738,-12.4,-48264,2020,104800,197.0,B4,Mild Hybrid,AWD,R-Design B4 MH
KGM20G,479800,426524,-12.5,-55704,2023,97480,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark Drag/Pano/360°/H&K
GRB06K,729800,646428,-12.9,-79869,2026,3500,349.0,T6,Plugin Hybrid,AWD,T6 Plus Black Nordic Edition - Demobil
NZP59U,609900,538967,-13.2,-68542,2025,36440,349.0,T6,Plugin Hybrid,AWD,"XC60 Ultra, T6 AWD Laddhybrid, El-/Bensin, Dark"
BYR28B,549900,485529,-13.3,-63305,2023,38850,252.0,T6,Plugin Hybrid,AWD,"Recharge T6 Ultimate Dark, Taklucka, on call"
SHR957,339500,299655,-13.3,-39958,2019,150000,190.0,D4,Diesel,AWD,D4 AWD R-Design
YJP96E,499000,440063,-13.4,-59859,2023,83470,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark
CBW35F,379500,334516,-13.4,-56054,2020,123470,250.0,B5,Mild Hybrid,AWD,R-Design B5 MH Bensin
KFP80U,519900,458230,-13.5,-65414,2023,66930,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark
CRM22L,519800,457303,-13.7,-66252,2023,67830,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark/Drag/Rattvärme/19 tum
OCM60W,639900,562088,-13.8,-72605,2025,14490,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Dark OBS SPEC
DJM85L,379500,333157,-13.9,-52991,2021,155670,341.0,T6,Plugin Hybrid,AWD,Recharge T6 R-Design
SXP00W,569900,499442,-14.1,-66985,2025,71820,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Dark
PWW005,514900,450789,-14.2,-65322,2023,73110,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark (SELEKT) 360°
MZR38B,454500,397765,-14.3,-55506,2023,125350,252.0,T6,Plugin Hybrid,AWD,"Recharge T6 Plus Dark, Nappaläder, Parkeringskamera Bak, Navigation, Tonade ruto"
HYX67Z,549900,480269,-14.5,-69490,2024,72970,349.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark
EOA57D,499500,435903,-14.6,-69541,2022,69900,252.0,T6,Plugin Hybrid,AWD,Recharge T6 II R-Design | 360 Kamera | Dragkrok | B&W |
KJR63W,729000,635777,-14.7,-90843,2026,13000,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Dark Demobil Påväg In
SGY55R,389500,339164,-14.8,-61172,2020,117680,235.0,B5,Mild Hybrid,AWD,B5 AWD Diesel Inscription Luftfjädring Drag 360
XCS48J,489900,425619,-15.1,-66625,2023,98350,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark Bowers&Wilkins
SWA96Y,749900,650704,-15.2,-101792,2025,14240,455.0,T8,Plugin Hybrid,AWD,T8 Polestar Engineered
FGN56U,649000,562485,-15.4,-81230,2025,14100,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Black Edition
ZPH70G,509800,441480,-15.5,-71776,2023,83100,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark/Drag/Värmare/HUD
PZW00L,379900,328714,-15.6,-34256,2023,197060,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Core Edition
YNR02R,669900,577816,-15.9,-86070,2025,0,350.0,T6,Plugin Hybrid,AWD,Ny T6 Core Bright Finns för snabb lev*Kampanjrabatt
WBR62P,629000,540699,-16.3,-88633,2025,36010,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Dark Aktivt Chassi Drag B&W
KHR00Z,529800,455200,-16.4,-54871,2023,132010,455.0,T8,Plugin Hybrid,AWD,Recharge T8 Polestar Engineered /Dragkrok/
JHP05F,739000,634095,-16.5,-99567,2026,13170,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Black Edition - 22' & B&W!
BRN93D,639000,548027,-16.6,-87859,2025,28000,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Dark
HCW07D,399500,342472,-16.7,-64574,2022,131310,341.0,T6,Plugin Hybrid,FWD,Recharge Inscription T6
UXS89C,599000,509449,-17.6,-83096,2023,86840,455.0,T8,Plugin Hybrid,AWD,Recharge T8 Polestar Engineered - BOWERS&WILKINS
KYS53N,595000,503773,-18.1,-81224,2023,90550,455.0,T8,Plugin Hybrid,AWD,Recharge T8 Polestar Engineered
AZY23P,419000,354367,-18.2,-70336,2022,117060,341.0,T6,Plugin Hybrid,FWD,Recharge Inscription T6
NZU96W,579900,490287,-18.3,-92597,2024,64910,350.0,T6,Plugin Hybrid,AWD,Recharge T6 AWD Ultimate Dark 350hk Pano B&W 360° HUD Drag
RCE87W,759000,639586,-18.7,-113584,2026,8310,349.0,T6,Plugin Hybrid,AWD,T6 Ultra Black Edition. Demo.
RBO873,489000,410305,-19.2,-76987,2023,112200,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Plus Dark
NNJ59T,529900,443661,-19.4,-87302,2023,80000,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Ultimate Dark
YJW59D,489000,407866,-19.9,-79107,2023,114570,252.0,T6,Plugin Hybrid,AWD,Recharge T6 Plus Dark
FRP36F,699900,577816,-21.1,-116070,2025,0,350.0,T6,Plugin Hybrid,AWD,
SMS405,679000,558591,-21.6,-117342,2023,44620,455.0,T8,Plugin Hybrid,AWD,Recharge T8 Polestar Engineered
ACK27T,709000,569630,-24.5,-135608,2025,8320,349.0,T6,Plugin Hybrid,AWD,T6 Plus Black Edition - Demo
UHP04P,709000,562886,-26.0,-143810,2025,15000,349.0,T6,Plugin Hybrid,AWD,T6 Plus Black Edition - Demo
